customerID,Churn,account.Contract,account.PaymentMethod,internet.InternetService,customer.tenure,account.MonthlyCharges,account.TotalCharges,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,phone.PhoneService,phone.MultipleLines,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.PaperlessBilling
0264-CNITK,No,Two year,Bank transfer (automatic),No,71,20.1,1389.6,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0265-EDXBD,Yes,Month-to-month,Electronic check,Fiber optic,32,74.9,2303.35,Male,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes
0265-PSUAE,No,Month-to-month,Bank transfer (automatic),Fiber optic,16,100.7,1522.7,Female,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No
0266-CLZKZ,No,Two year,Bank transfer (automatic),Fiber optic,67,105.65,6717.9,Female,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
0266-GMEAO,No,Two year,Credit card (automatic),Fiber optic,72,114.3,8058.55,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0268-QKIWO,Yes,Month-to-month,Electronic check,No,3,19.75,58.85,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0269-XFESX,No,One year,Mailed check,No,23,24.35,538.5,Male,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0270-THENM,No,Two year,Bank transfer (automatic),DSL,72,69.85,5102.35,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
0274-JKUJR,No,Month-to-month,Mailed check,DSL,7,58.85,465.7,Male,No,Yes,Yes,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,No
0274-VVQOQ,,One year,Bank transfer (automatic),Fiber optic,65,103.15,6792.45,Male,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
0277-BKSQP,No,Month-to-month,Electronic check,DSL,8,54.4,475.1,Male,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes
0277-ORXQS,No,Two year,Bank transfer (automatic),DSL,66,50.55,3364.55,Male,No,Yes,Yes,No,No phone service,No,No,No,Yes,Yes,Yes,No
0278-YXOOG,Yes,Month-to-month,Mailed check,No,5,21.05,113.85,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0280-XJGEX,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,49,103.7,5036.3,Male,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
0281-CNTZX,No,Two year,Bank transfer (automatic),No,63,19.95,1234.8,Male,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
0282-NVSJS,No,Month-to-month,Mailed check,DSL,12,29.3,355.9,Female,Yes,Yes,Yes,No,No phone service,No,No,No,Yes,No,No,Yes
0285-INHLN,No,Month-to-month,Credit card (automatic),DSL,27,54.75,1510.3,Male,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes
0289-IVARM,No,Month-to-month,Electronic check,DSL,35,60.55,1982.6,Female,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No
0292-WEGCH,No,Month-to-month,Electronic check,DSL,54,86.2,4524.05,Female,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
0295-PPHDO,Yes,Month-to-month,Electronic check,Fiber optic,1,95.45,95.45,Male,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
0295-QVKPB,No,Month-to-month,Credit card (automatic),DSL,5,63.95,318.1,Male,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes
0297-RBCSG,No,One year,Bank transfer (automatic),DSL,19,65.35,1231.85,Male,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes
0298-XACET,No,Two year,Mailed check,DSL,52,50.2,2554.0,Male,No,Yes,Yes,No,No phone service,No,Yes,Yes,Yes,Yes,No,No
0301-FIDRB,No,Two year,Bank transfer (automatic),DSL,72,63.8,4684.3,Female,No,Yes,Yes,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0301-KOBTQ,No,Two year,Bank transfer (automatic),No,32,20.05,614.45,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
0302-JOIVN,Yes,Month-to-month,Electronic check,Fiber optic,8,101.15,842.9,Female,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No
0303-UNCIP,No,One year,Mailed check,DSL,41,65.0,2531.8,Male,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No
0303-WMMRN,No,Month-to-month,Mailed check,No,5,19.25,86.05,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
0305-SQECB,No,One year,Mailed check,DSL,11,36.05,402.6,Female,No,No,Yes,No,No phone service,Yes,No,No,Yes,No,No,Yes
0306-JAELE,Yes,Month-to-month,Electronic check,Fiber optic,5,96.1,453.4,Male,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes
0307-BCOPK,No,One year,Mailed check,No,16,19.05,326.65,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0308-GIQJT,No,One year,Bank transfer (automatic),Fiber optic,71,105.75,7382.85,Male,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
0308-IVGOK,No,One year,Credit card (automatic),DSL,11,40.4,422.6,Female,No,No,No,No,No phone service,No,Yes,Yes,Yes,No,No,Yes
0310-MVLET,Yes,Month-to-month,Electronic check,Fiber optic,61,99.15,6010.05,Female,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
0310-SUCIN,No,One year,Bank transfer (automatic),DSL,71,84.8,6046.1,Female,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0310-VQXAM,No,Month-to-month,Mailed check,No,9,19.85,178.8,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0311-QYWSS,No,Month-to-month,Electronic check,DSL,6,49.45,314.6,Female,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
0311-UNPFF,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,26,88.8,2274.35,Female,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes
0314-TKOSI,No,Month-to-month,Mailed check,DSL,6,55.15,322.9,Female,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
0315-LVCRK,No,Month-to-month,Electronic check,Fiber optic,11,84.8,888.75,Male,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No
0318-QUUOB,Yes,Month-to-month,Electronic check,Fiber optic,1,80.55,80.55,Male,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes
0318-ZOPWS,No,Two year,Bank transfer (automatic),No,49,20.15,973.35,Female,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
0319-QZTCO,No,Month-to-month,Credit card (automatic),DSL,3,58.7,168.6,Female,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes
0320-DWVTU,No,Two year,Mailed check,Fiber optic,53,99.5,5424.25,Female,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
0320-JDNQG,Yes,Month-to-month,Electronic check,Fiber optic,23,99.85,2331.3,Male,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
0322-CHQRU,Yes,Month-to-month,Electronic check,DSL,2,45.35,89.5,Male,No,No,No,Yes,No,No,No,No,No,No,No,No
0322-YINQP,Yes,Month-to-month,Mailed check,DSL,1,48.55,48.55,Male,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
0323-XWWTN,No,Two year,Mailed check,No,3,26.4,121.25,Male,No,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
0324-BRPCJ,Yes,Month-to-month,Electronic check,Fiber optic,68,100.2,6851.65,Female,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
0325-XBFAC,Yes,Month-to-month,Electronic check,Fiber optic,8,94.7,740.3,Male,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
0326-VDYXE,No,One year,Electronic check,Fiber optic,70,97.65,6982.5,Female,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
0327-WFZSY,No,One year,Electronic check,Fiber optic,39,100.0,3835.55,Male,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No
0328-GRPMV,Yes,Month-to-month,Electronic check,Fiber optic,1,70.1,70.1,Female,No,No,No,Yes,No,No,No,No,No,No,No,Yes
0328-IBUPK,,Two year,Bank transfer (automatic),DSL,51,34.2,1782.0,Female,No,Yes,Yes,No,No phone service,Yes,No,No,Yes,No,No,No
0329-GTIAJ,Yes,Month-to-month,Electronic check,Fiber optic,3,97.9,315.3,Female,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
0330-BGYZE,No,One year,Bank transfer (automatic),Fiber optic,60,102.5,6157.6,Male,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
0330-IVZHA,Yes,Month-to-month,Electronic check,Fiber optic,5,69.95,330.15,Female,No,Yes,No,Yes,No,No,No,No,No,No,No,No
0334-GDDSO,Yes,Month-to-month,Electronic check,Fiber optic,3,81.35,233.7,Male,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes
0334-ZFJSR,No,One year,Credit card (automatic),DSL,55,66.05,3462.1,Female,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
0336-KXKFK,No,Two year,Credit card (automatic),DSL,72,61.2,4390.25,Male,No,No,No,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,Yes
0336-PIKEI,No,Two year,Bank transfer (automatic),DSL,72,74.4,5360.75,Male,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
0337-CNPZE,Yes,Month-to-month,Electronic check,Fiber optic,41,106.3,4443.45,Female,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
0343-QLUZP,No,Two year,Bank transfer (automatic),DSL,60,39.6,2424.5,Male,No,No,No,No,No phone service,Yes,Yes,Yes,No,No,No,No
0345-HKJVM,Yes,Month-to-month,Electronic check,Fiber optic,6,89.3,577.6,Female,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
0345-XMMUG,No,Two year,Credit card (automatic),Fiber optic,46,108.9,4854.3,Female,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
0347-UBKUZ,No,Month-to-month,Mailed check,No,15,19.9,320.45,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0348-SDKOL,Yes,Month-to-month,Credit card (automatic),Fiber optic,58,102.1,5885.4,Female,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
0354-VXMJC,No,Two year,Credit card (automatic),No,23,19.6,426.65,Male,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0354-WYROK,Yes,Month-to-month,Electronic check,Fiber optic,31,98.9,2911.3,Female,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
0356-ERHVT,No,Month-to-month,Bank transfer (automatic),DSL,11,45.9,521.9,Male,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes
0356-OBMAC,No,Two year,Bank transfer (automatic),Fiber optic,56,99.9,5706.3,Female,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
0357-NVCRI,No,Month-to-month,Credit card (automatic),No,25,20.05,471.7,Female,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0361-HJRDX,No,Two year,Credit card (automatic),DSL,68,64.35,4539.6,Female,No,No,No,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,No
0362-RAOQO,No,Two year,Credit card (automatic),No,40,19.65,830.25,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0362-ZBZWJ,Yes,Month-to-month,Electronic check,Fiber optic,36,84.9,3067.2,Male,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes
0363-QJVFX,Yes,Month-to-month,Credit card (automatic),Fiber optic,32,108.15,3432.9,Male,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
0363-SVHYR,No,Two year,Bank transfer (automatic),DSL,71,86.85,6263.8,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
0365-BZUWY,No,Month-to-month,Electronic check,Fiber optic,17,102.55,1742.5,Male,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
0365-GXEZS,No,Month-to-month,Electronic check,Fiber optic,18,78.2,1468.75,Male,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No
0365-TRTPY,No,Month-to-month,Bank transfer (automatic),Fiber optic,37,91.2,3382.3,Female,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
0366-NQSHS,No,Month-to-month,Mailed check,No,2,19.35,46.35,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0369-ZGOVK,No,One year,Bank transfer (automatic),Fiber optic,28,70.4,1992.2,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
0373-AIVNJ,No,One year,Mailed check,DSL,9,39.55,373.0,Male,No,No,No,No,No phone service,Yes,Yes,Yes,No,No,No,No
0374-AACSZ,No,Month-to-month,Electronic check,DSL,1,50.15,50.15,Female,No,No,No,Yes,No,Yes,No,No,No,No,No,No
0374-FIUCA,No,Two year,Credit card (automatic),No,65,20.4,1414.45,Male,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
0374-IOEGQ,No,Month-to-month,Electronic check,DSL,3,44.6,122.7,Female,No,No,No,Yes,No,No,No,No,No,No,No,No
0375-HVGXO,Yes,Month-to-month,Electronic check,DSL,1,34.7,34.7,Female,No,No,No,No,No phone service,No,No,No,No,Yes,No,Yes
0376-OIWME,No,Month-to-month,Electronic check,Fiber optic,36,93.6,3366.05,Male,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes
0376-YMCJC,Yes,Month-to-month,Electronic check,Fiber optic,23,90.6,1943.2,Male,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes
0377-JBKKT,No,Month-to-month,Mailed check,DSL,22,57.95,1271.8,Male,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes
0378-CJKPV,No,Two year,Credit card (automatic),Fiber optic,72,112.1,7965.95,Female,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
0378-NHQXU,Yes,Month-to-month,Electronic check,Fiber optic,17,88.25,1460.65,Female,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No
0378-TOVMS,Yes,Month-to-month,Electronic check,Fiber optic,3,85.8,272.2,Female,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No
0378-XSZPU,Yes,One year,Credit card (automatic),DSL,58,60.3,3563.8,Male,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No
0379-DJQHR,No,Two year,Credit card (automatic),DSL,67,81.35,5398.6,Male,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
0380-NEAVX,No,One year,Electronic check,Fiber optic,34,99.85,3343.15,Male,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
0380-ZCSBI,No,Month-to-month,Credit card (automatic),No,10,20.0,198.7,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0383-CLDDA,No,Two year,Credit card (automatic),DSL,69,85.35,5897.4,Female,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
0384-LPITE,No,One year,Credit card (automatic),DSL,40,62.05,2511.55,Male,No,No,No,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,No
0384-RVBPI,No,Month-to-month,Credit card (automatic),DSL,20,64.4,1398.6,Male,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No
0386-CWRGM,No,Two year,Mailed check,No,46,19.4,967.85,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0388-EOPEX,Yes,Month-to-month,Electronic check,Fiber optic,2,74.4,139.4,Female,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes
0390-DCFDQ,Yes,Month-to-month,Mailed check,Fiber optic,1,70.45,70.45,Female,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes
0392-BZIUW,No,Two year,Credit card (automatic),Fiber optic,72,105.0,7589.8,Female,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
0394-YONDK,No,Two year,Credit card (automatic),No,70,25.15,1790.15,Male,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0396-HUJBP,No,Month-to-month,Mailed check,No,2,19.3,44.4,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0396-UKGAI,No,Month-to-month,Bank transfer (automatic),DSL,23,55.3,1284.2,Male,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes
0396-YCHWO,No,Month-to-month,Electronic check,Fiber optic,36,95.4,3474.2,Male,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
0397-GZBBC,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,59,93.85,5574.75,Male,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
0397-ZXWQF,No,Two year,Bank transfer (automatic),No,67,20.5,1430.95,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0401-WDBXM,No,Two year,Bank transfer (automatic),Fiber optic,72,105.55,7542.25,Male,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
0402-CQAJN,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,37,101.9,3545.35,Female,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
0402-OAMEN,No,Two year,Bank transfer (automatic),No,72,24.45,1709.1,Female,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0404-AHASP,No,Two year,Credit card (automatic),No,72,19.7,1421.9,Male,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0404-SWRVG,Yes,Month-to-month,Electronic check,Fiber optic,3,74.4,229.55,Male,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
0406-BPDVR,Yes,One year,Credit card (automatic),Fiber optic,54,101.5,5373.1,Female,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
0407-BDJKB,Yes,Month-to-month,Electronic check,Fiber optic,60,95.75,5742.9,Male,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
0409-WTMPL,No,One year,Credit card (automatic),Fiber optic,58,110.65,6526.65,Female,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
0410-IPFTY,No,Month-to-month,Bank transfer (automatic),Fiber optic,31,83.85,2674.15,Female,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes
0411-EZJZE,No,Month-to-month,Electronic check,DSL,3,60.25,170.5,Female,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes
0412-UCCNP,No,Two year,Electronic check,DSL,55,59.2,3175.85,Male,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
0415-MOSGF,Yes,Month-to-month,Mailed check,DSL,1,44.4,44.4,Female,No,No,No,Yes,No,No,No,No,No,No,No,No
0419-YAAPX,No,Month-to-month,Credit card (automatic),Fiber optic,49,85.3,4297.95,Male,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes
0420-BWTPW,Yes,Month-to-month,Mailed check,DSL,8,25.5,215.2,Male,No,No,Yes,No,No phone service,No,No,No,No,No,No,No
0420-HLGXF,No,Month-to-month,Electronic check,Fiber optic,39,99.75,4036.0,Female,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
0420-TXVSG,No,Two year,Credit card (automatic),DSL,66,66.1,4428.45,Male,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
0422-OHQHQ,No,One year,Mailed check,No,15,20.55,295.95,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0422-UXFAP,No,One year,Electronic check,Fiber optic,51,98.85,4947.55,Female,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
0423-UDIJQ,No,Month-to-month,Mailed check,DSL,9,49.2,447.9,Male,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No
0426-TIRNE,Yes,Month-to-month,Mailed check,No,1,20.9,20.9,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0428-AXXLJ,No,One year,Bank transfer (automatic),No,25,19.5,516.3,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
0428-IKYCP,No,Month-to-month,Bank transfer (automatic),Fiber optic,22,87.0,1850.65,Male,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes
0430-IHCDJ,No,Month-to-month,Electronic check,DSL,15,49.0,749.25,Male,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
0431-APWVY,Yes,One year,Bank transfer (automatic),Fiber optic,28,90.1,2598.95,Female,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
0432-CAJZV,No,Month-to-month,Mailed check,Fiber optic,3,90.7,237.65,Male,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
0434-CSFON,No,Month-to-month,Electronic check,Fiber optic,47,100.5,4707.1,Female,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
0436-TWFFZ,No,Two year,Mailed check,DSL,67,85.25,5714.2,Female,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
0439-IFYUN,No,Month-to-month,Electronic check,Fiber optic,18,74.7,1294.6,Female,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes
0440-EKDCF,No,Two year,Credit card (automatic),DSL,62,60.15,3753.2,Male,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
0440-MOGPM,No,One year,Electronic check,DSL,41,80.55,3263.9,Female,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
0440-QEXBZ,No,Month-to-month,Mailed check,DSL,44,50.15,2139.1,Female,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
0440-UEDAI,No,One year,Credit card (automatic),Fiber optic,53,94.45,5042.75,Female,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
0442-TDYUO,No,Two year,Mailed check,No,48,20.05,1036.0,Male,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
0442-ZXKVS,No,One year,Bank transfer (automatic),Fiber optic,54,115.6,6431.05,Female,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0447-BEMNG,Yes,Month-to-month,Bank transfer (automatic),DSL,48,45.3,2145.0,Female,No,Yes,No,No,No phone service,Yes,No,Yes,No,No,Yes,Yes
0447-RXSGD,No,Month-to-month,Bank transfer (automatic),Fiber optic,24,99.65,2404.85,Male,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
0448-YZNZE,,Month-to-month,Electronic check,Fiber optic,27,95.55,2510.2,Male,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
0454-OKRCT,No,Two year,Bank transfer (automatic),Fiber optic,33,80.6,2651.1,Male,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No
0455-ENTCR,No,Two year,Electronic check,DSL,66,85.25,5538.35,Male,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
0455-XFASS,No,Month-to-month,Electronic check,Fiber optic,3,69.55,200.2,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
0458-HEUZG,No,Two year,Mailed check,DSL,13,35.4,450.4,Female,No,No,No,No,No phone service,No,No,Yes,Yes,No,No,No
0459-SPZHJ,No,Two year,Credit card (automatic),DSL,63,83.5,5435.0,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
0461-CVKMU,Yes,Month-to-month,Electronic check,Fiber optic,23,83.8,1900.25,Female,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
0463-TXOAK,No,Two year,Credit card (automatic),No,52,25.6,1334.5,Male,No,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0463-WZZKO,No,Month-to-month,Credit card (automatic),No,3,20.75,67.1,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
0463-ZSDNT,No,Month-to-month,Bank transfer (automatic),DSL,10,56.75,503.25,Male,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes
0464-WJTKO,No,Two year,Bank transfer (automatic),No,72,20.1,1460.85,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0468-YRPXN,No,Month-to-month,Credit card (automatic),Fiber optic,29,98.8,2807.1,Male,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
0471-ARVMX,No,One year,Electronic check,Fiber optic,62,104.85,6312.9,Female,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
0471-LVHGK,Yes,One year,Electronic check,DSL,41,73.0,3001.2,Male,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
